"","term","log2ratio21","top1","top2"
"8122","efector",10.2696402336352,19,21
"8123","sumó",8.91414143261158,19,21
"8124","turno",8.77205546695829,19,21
"8125","interrupción",8.4911558923882,19,21
"8126","liberen",8.21509113492491,19,21
"8127","enviado",7.76500396578115,19,21
"8128","adopte",7.51191652726346,19,21
"8129","contaron",7.41912662892928,19,21
"8130","almaceneros",7.13439676213828,19,21
"8131","cuyos",-10.3970067221865,19,21
"8132","pymespor",-9.36976638966033,19,21
"8133","respeten",-9.17887930005785,19,21
"8134","recoger",-9.09296126224331,19,21
"8135","culpa",-8.86625897284081,19,21
"8136","físicos",-8.19664849139242,19,21
"8137","fenómeno",-8.09533494474577,19,21
"8138","soberanía",-7.92840371876833,19,21
"8139","infraestructura",-7.77752830352806,19,21
"8140","obligaban",-7.65165543759808,19,21
"8141","mujeres",9.20514633276575,19,22
"8142","coopere",8.75254145001118,19,22
"8143","turno",8.63668751953253,19,22
"8144","examinadoras",8.57510805535668,19,22
"8145","aglutinada",8.30897005401241,19,22
"8146","liberen",8.05044066891931,19,22
"8147","sumó",8.03211296873835,19,22
"8148","interrupción",7.89413747235261,19,22
"8149","priorizaron",7.88763397172437,19,22
"8150","adopte",7.56042451966946,19,22
"8151","sappa",-11.5674914531382,19,22
"8152","recorte",-11.3757212431268,19,22
"8153","normativas",-11.0843410208486,19,22
"8154","antecedentes",-10.6696542277301,19,22
"8155","visitó",-10.0975245254839,19,22
"8156","representan",-9.68545440349518,19,22
"8157","ofuscados",-9.60390833484519,19,22
"8158","viajaron",-9.4585525982288,19,22
"8159","ymenos",-9.31105478951378,19,22
"8160","pasaban",-8.978249660155,19,22
"8161","sumó",10.5708565746758,19,23
"8162","turno",10.3430373108672,19,23
"8163","efector",9.10382485293122,19,23
"8164","contaron",8.96735972160084,19,23
"8165","mujeres",8.82013886119937,19,23
"8166","tratando",8.77720807846699,19,23
"8167","examinadoras",8.56665236936013,19,23
"8168","almaceneros",8.38169690939483,19,23
"8169","coopere",8.20498096934337,19,23
"8170","liberen",7.52262553547549,19,23
"8171","estamentos",-11.2866368531248,19,23
"8172","mesas",-11.0450319090169,19,23
"8173","chubut",-10.9113956939958,19,23
"8174","acompañar",-10.4054314336155,19,23
"8175","curiosamente",-10.3177536317277,19,23
"8176","tranquilos",-9.7885003175386,19,23
"8177","custodia",-8.68044949578425,19,23
"8178","fenómeno",-8.43738523342969,19,23
"8179","parámetros",-8.36837531883229,19,23
"8180","muestreo",-8.2856185545513,19,23
"8181","sumó",10.5423578425406,19,24
"8182","mujeres",10.1230011793564,19,24
"8183","turno",9.65497219896027,19,24
"8184","examinadoras",9.18403972636088,19,24
"8185","liberen",8.929037285235,19,24
"8186","contaron",8.90147585886435,19,24
"8187","almaceneros",8.43566237267402,19,24
"8188","interrupción",8.32718389142458,19,24
"8189","aglutinada",7.97466147285664,19,24
"8190","luisde",7.92240053176022,19,24
"8191","lleno",-11.2860108150043,19,24
"8192","comportamiento",-10.3244551413585,19,24
"8193","ejercer",-9.41827488458387,19,24
"8194","mendoza",-9.22031089114923,19,24
"8195","certamen",-8.84460448760839,19,24
"8196","fondo",-8.71670763163504,19,24
"8197","homenajeó",-8.51762360429983,19,24
"8198","global",-8.45750850189289,19,24
"8199","incrementará",-8.00697206967512,19,24
"8200","martos",-7.98056874895081,19,24
"8201","mujeres",10.5978529792656,19,25
"8202","efector",9.84595268016104,19,25
"8203","turno",9.63363098222924,19,25
"8204","interrupción",8.27525769709845,19,25
"8205","liberen",8.27294648197727,19,25
"8206","examinadoras",8.17214301970607,19,25
"8207","aglutinada",8.15922961928697,19,25
"8208","priorizaron",8.01025147267078,19,25
"8209","almaceneros",7.60825359488918,19,25
"8210","luisde",7.45442367710976,19,25
"8211","juventus",-9.75093684808832,19,25
"8212","política",-9.46147724309191,19,25
"8213","gremial",-8.37010906531285,19,25
"8214","comprovincianas",-7.91960805313243,19,25
"8215","terminó",-7.80091939040291,19,25
"8216","rugby",-7.76030330233837,19,25
"8217","roby",-7.71212434233301,19,25
"8218","paliativas",-7.60291096259117,19,25
"8219","tutoría",-7.42318323753554,19,25
"8220","aislación",-7.40139013286139,19,25
"8221","mujeres",11.1194562963249,19,26
"8222","sumó",10.721847831796,19,26
"8223","efector",10.2921728097278,19,26
"8224","contaron",9.50414580557624,19,26
"8225","coopere",8.58596374742608,19,26
"8226","aglutinada",8.22803821332862,19,26
"8227","turno",8.15947956666105,19,26
"8228","examinadoras",7.74599906069949,19,26
"8229","den",7.33498587550306,19,26
"8230","enviado",7.15055046879213,19,26
"8231","posadascada",-10.9314220748336,19,26
"8232","provocandofallecimientos",-10.9313842540254,19,26
"8233","calificando",-10.4501660222963,19,26
"8234","legajos",-10.2656425102947,19,26
"8235","rutina",-9.31427140997192,19,26
"8236","hipertenso",-9.006755773431,19,26
"8237","sappa",-8.76076282556215,19,26
"8238","préstamos",-8.58423923005906,19,26
"8239","daniele",-8.29278369088471,19,26
"8240","afines",-8.23432525077397,19,26
"8241","mujeres",9.58449096696481,19,27
"8242","turno",9.30686107826597,19,27
"8243","tratando",8.62395459385774,19,27
"8244","sumó",8.34349680182178,19,27
"8245","efector",8.16950730690323,19,27
"8246","aglutinada",8.06588124980265,19,27
"8247","luisde",8.00037821483079,19,27
"8248","priorizaron",7.94934272351998,19,27
"8249","contaron",7.83379632269687,19,27
"8250","almaceneros",7.73941932251932,19,27
"8251","mancharon",-9.35959342206197,19,27
"8252","procesal",-8.98425533575079,19,27
"8253","clases",-8.85980166148792,19,27
"8254","declaradas",-8.54545104327985,19,27
"8255","oponen",-8.47443897669209,19,27
"8256","opositora",-8.4018282277665,19,27
"8257","extraordinarios",-7.88838476833526,19,27
"8258","ingresado",-7.78632344343117,19,27
"8259","tomada",-7.71194644507866,19,27
"8260","domicilios",-7.69737080895021,19,27
"8261","turno",9.02614557640041,19,28
"8262","efector",8.97256495126584,19,28
"8263","examinadoras",8.86797238092071,19,28
"8264","mujeres",8.72176954460151,19,28
"8265","sumó",8.44179358285636,19,28
"8266","liberen",8.26428605275493,19,28
"8267","interrupción",8.20399732602003,19,28
"8268","priorizaron",8.15730192636043,19,28
"8269","coopere",8.0857594637396,19,28
"8270","almaceneros",8.01578341058502,19,28
"8271","imprimir",-9.53364677857183,19,28
"8272","desinfectantes",-9.37573546166207,19,28
"8273","vean",-8.39131539459629,19,28
"8274","terapéutica",-8.05724183380363,19,28
"8275","aeropuertos",-8.04627094322077,19,28
"8276","miradas",-7.93160093268919,19,28
"8277","ramerio",-7.78769025012406,19,28
"8278","urbano",-7.70596267218945,19,28
"8279","hola",-7.66859470196176,19,28
"8280","intervenir",-7.49297909634185,19,28
"8281","sumó",10.822298273454,19,29
"8282","mujeres",10.8002402731554,19,29
"8283","efector",9.57192248492983,19,29
"8284","contaron",9.03775661877478,19,29
"8285","turno",8.79884210286878,19,29
"8286","coopere",7.84792586358401,19,29
"8287","almaceneros",7.75118839013184,19,29
"8288","liberen",7.61080903849943,19,29
"8289","adopte",7.57630725697997,19,29
"8290","aglutinada",7.44126368531894,19,29
"8291","feria",-10.9649639806946,19,29
"8292","especiales",-10.8922595493719,19,29
"8293","impediría",-10.101716920267,19,29
"8294","recesión",-10.0737934349657,19,29
"8295","proteja",-9.9023976353937,19,29
"8296","detenciones",-9.87259383438629,19,29
"8297","marta",-9.61095205980829,19,29
"8298","agraven",-9.3142338534498,19,29
"8299","subsecretaría",-9.17212781882188,19,29
"8300","ruido",-9.11514071375512,19,29
"8301","turno",10.6041461960907,19,30
"8302","sumó",10.5210618753891,19,30
"8303","mujeres",10.333548629915,19,30
"8304","contaron",9.2537565661557,19,30
"8305","aglutinada",8.70034912661094,19,30
"8306","coopere",8.11314569992578,19,30
"8307","examinadoras",8.10789331976918,19,30
"8308","liberen",7.9444623181788,19,30
"8309","enviado",7.90766998253929,19,30
"8310","efector",7.75660390444293,19,30
"8311","héroes",-10.8363692818175,19,30
"8312","conseguirían",-10.6688179185031,19,30
"8313","estará",-10.5489350016382,19,30
"8314","planteada",-10.1876196389451,19,30
"8315","epidemiológicos",-10.0707415365473,19,30
"8316","existentes",-8.87454878695293,19,30
"8317","temperatura",-8.79847700038399,19,30
"8318","portuaria",-8.62931576862591,19,30
"8319","unos",-8.57410471098339,19,30
"8320","depesos",-8.30212407415514,19,30
"8321","turno",10.3654178472783,19,31
"8322","mujeres",9.87676204094153,19,31
"8323","sumó",9.17261139131713,19,31
"8324","contaron",8.94196746281217,19,31
"8325","coopere",8.54054006037181,19,31
"8326","efector",8.29047379367858,19,31
"8327","tratando",7.96589438324128,19,31
"8328","enviado",7.95010811948852,19,31
"8329","interrupción",7.78085677273169,19,31
"8330","luisde",7.47471479892263,19,31
"8331","define",-8.97536529053501,19,31
"8332","jubilados",-8.42762731550481,19,31
"8333","vivieron",-8.28347536590251,19,31
"8334","eje",-7.99708023005834,19,31
"8335","cae",-7.96366908958398,19,31
"8336","descentralizó",-7.89762970633533,19,31
"8337","maximiliano",-7.76700165645191,19,31
"8338","prevista",-7.61939886951737,19,31
"8339","cabral",-7.52827671463178,19,31
"8340","obligado",-7.4025002475702,19,31
"8341","turno",10.5760069538959,19,32
"8342","contaron",9.49881540212192,19,32
"8343","sumó",9.48500260041271,19,32
"8344","mujeres",8.69503312746844,19,32
"8345","liberen",8.26089129445952,19,32
"8346","tratando",8.13048640203281,19,32
"8347","coopere",8.09549532271254,19,32
"8348","examinadoras",7.676065836048,19,32
"8349","enviado",7.64001112795277,19,32
"8350","priorizaron",7.45281302672459,19,32
"8351","cierran",-11.2624989754982,19,32
"8352","gastos",-10.4913393064003,19,32
"8353","destinen",-9.476864348888,19,32
"8354","vinieron",-8.58514848707122,19,32
"8355","kilómetros",-8.22546070053448,19,32
"8356","escena",-8.20756368860959,19,32
"8357","mientas",-8.08897509702179,19,32
"8358","fsu",-7.94628605866294,19,32
"8359","recoger",-7.84451582505202,19,32
"8360","sucursales",-7.77913042369161,19,32
"8361","sudamérica",10.3167957470535,20,21
"8362","desórdenes",9.9954978949802,20,21
"8363","quepacientes",9.40817633705123,20,21
"8364","rescatamos",8.94829106929074,20,21
"8365","bases",8.91366581604823,20,21
"8366","nuevoscasos",8.78763716232277,20,21
"8367","pretendido",8.52763961064819,20,21
"8368","villegas",8.38062355034978,20,21
"8369","lasel",8.35122633691557,20,21
"8370","suministrados",8.33411156144252,20,21
"8371","cuyos",-10.2983489522102,20,21
"8372","pymespor",-9.87828029315286,20,21
"8373","físicos",-9.72375084197206,20,21
"8374","fenómeno",-8.84624049795972,20,21
"8375","contemplaciones",-8.76543279590592,20,21
"8376","recoger",-8.38200831273956,20,21
"8377","enviadas",-8.37383167653616,20,21
"8378","contagiarse",-8.07010959921392,20,21
"8379","iniciar",-7.99688921132531,20,21
"8380","cobren",-7.98130331634327,20,21
"8381","sudamérica",10.8759001223063,20,22
"8382","desórdenes",10.79524995462,20,22
"8383","esperaba",8.47954256605442,20,22
"8384","circulaban",8.05628711630345,20,22
"8385","propuestos",8.02368276999018,20,22
"8386","permanece",8.010769905286,20,22
"8387","rescatamos",7.99233618409603,20,22
"8388","quepacientes",7.87600501038845,20,22
"8389","lasel",7.85860362802472,20,22
"8390","villegas",7.83006951700953,20,22
"8391","antecedentes",-11.9361715592184,20,22
"8392","recorte",-11.5845209132358,20,22
"8393","sappa",-11.0594236183281,20,22
"8394","visitó",-10.5598538215099,20,22
"8395","ingresan",-9.85774568175867,20,22
"8396","representan",-9.70343965236302,20,22
"8397","normativas",-9.32053420597258,20,22
"8398","ofuscados",-9.18024750084701,20,22
"8399","restoranes",-9.0125819764388,20,22
"8400","ymenos",-8.96261300618101,20,22
"8401","sudamérica",11.1381744391686,20,23
"8402","desórdenes",11.0214087614852,20,23
"8403","genteeh",8.7462990810443,20,23
"8404","permanece",8.44146503831719,20,23
"8405","circulaban",8.40042345425805,20,23
"8406","neonatos",8.36749985467918,20,23
"8407","esperaba",8.32488856647993,20,23
"8408","villegas",8.23620799696739,20,23
"8409","pretendido",8.17631988651389,20,23
"8410","bases",8.16262750832003,20,23
"8411","negroen",-11.7431704220689,20,23
"8412","chubut",-11.1647280092317,20,23
"8413","estamentos",-10.4243956073019,20,23
"8414","custodia",-10.3361525854926,20,23
"8415","mesas",-10.2677918636103,20,23
"8416","tranquilos",-9.84248916499939,20,23
"8417","curiosamente",-9.60187554871118,20,23
"8418","fenómeno",-9.18829078664363,20,23
"8419","sometidos",-8.5719785114595,20,23
"8420","parámetros",-8.23286091335528,20,23
"8421","desórdenes",10.8964476300137,20,24
"8422","sudamérica",10.6669181899739,20,24
"8423","rescatamos",9.30346610472031,20,24
"8424","esperaba",9.04262569446493,20,24
"8425","bases",8.94690207913228,20,24
"8426","suministrados",8.91292589633246,20,24
"8427","lasel",8.50962390978765,20,24
"8428","genteeh",8.50835027358385,20,24
"8429","circulaban",8.40922132289451,20,24
"8430","quepacientes",7.97226394078231,20,24
"8431","parar",-11.1313555733131,20,24
"8432","fondo",-10.9265843050412,20,24
"8433","mendoza",-10.8569084700064,20,24
"8434","pampeanas",-10.2617790498127,20,24
"8435","comportamiento",-9.85738867893661,20,24
"8436","global",-9.7670549453226,20,24
"8437","lleno",-9.49600731694408,20,24
"8438","ambitocomna",-8.69854920609428,20,24
"8439","certamen",-8.63453129187973,20,24
"8440","cbu",-8.42153546221857,20,24
"8441","sudamérica",11.2878165519803,20,25
"8442","desórdenes",10.5404599130186,20,25
"8443","esperaba",8.62489899357929,20,25
"8444","rescatamos",8.53915306277162,20,25
"8445","villegas",8.34664226543943,20,25
"8446","neonatos",8.34508666489079,20,25
"8447","bases",8.32976419916494,20,25
"8448","circulaban",8.31175996347139,20,25
"8449","genteeh",8.17336172631863,20,25
"8450","pretendido",8.03651291637979,20,25
"8451","juventus",-10.1059391971937,20,25
"8452","respectivas",-9.47177274243134,20,25
"8453","política",-9.39472468694505,20,25
"8454","laborales",-8.19282190104978,20,25
"8455","usás",-7.79216871699259,20,25
"8456","fpa",-7.7102842608485,20,25
"8457","roby",-7.63374047287197,20,25
"8458","ezeiza",-7.51097879037545,20,25
"8459","paliativas",-7.48234191874983,20,25
"8460","teníacasos",-7.39509926244072,20,25
"8461","sudamérica",11.3917104708058,20,26
"8462","desórdenes",11.0081358792083,20,26
"8463","rescatamos",9.27830880434842,20,26
"8464","bases",8.94238489107097,20,26
"8465","nuevoscasos",8.66875338109378,20,26
"8466","circulaban",8.65265901400475,20,26
"8467","quepacientes",8.36677785778343,20,26
"8468","maneras",8.229340818026,20,26
"8469","nápoles",7.92216356102624,20,26
"8470","opciones",7.90748841225076,20,26
"8471","posadascada",-10.9543749399909,20,26
"8472","lucha",-9.95850592686331,20,26
"8473","provocandofallecimientos",-9.91972813288602,20,26
"8474","venta",-9.64864830202332,20,26
"8475","rutina",-9.2357463206892,20,26
"8476","legajos",-9.13794103774794,20,26
"8477","actuará",-8.99799061586107,20,26
"8478","préstamos",-8.82982917152861,20,26
"8479","uti",-8.77395447882502,20,26
"8480","hipertenso",-8.60136355893534,20,26
"8481","sudamérica",10.3281658270482,20,27
"8482","nuevoscasos",8.94912400826729,20,27
"8483","bases",8.84365098996958,20,27
"8484","esperaba",8.19208737098624,20,27
"8485","villegas",7.99700989862931,20,27
"8486","suministrados",7.97436454073775,20,27
"8487","maneras",7.8837438534836,20,27
"8488","desórdenes",7.71790528879795,20,27
"8489","rescatamos",7.68385134904967,20,27
"8490","ampliado",7.61833047837837,20,27
"8491","sumanpositivos",-9.14539805800175,20,27
"8492","clases",-8.98151693714496,20,27
"8493","oponen",-8.49518051617171,20,27
"8494","gigante",-8.41862864977015,20,27
"8495","marchas",-8.37849693751847,20,27
"8496","ingresado",-8.21092256182746,20,27
"8497","opositora",-8.10854545385442,20,27
"8498","extraordinarios",-7.99429197085002,20,27
"8499","declaradas",-7.96323446473223,20,27
"8500","conviven",-7.90259222726813,20,27
"8501","sudamérica",11.2128163743449,20,28
"8502","desórdenes",9.59679844218831,20,28
"8503","nuevoscasos",8.86409885358799,20,28
"8504","lasel",8.84796910656897,20,28
"8505","rescatamos",8.51378480348896,20,28
"8506","quepacientes",8.37801507901061,20,28
"8507","circulaban",8.0358642437339,20,28
"8508","nápoles",8.03050086369388,20,28
"8509","esperaba",7.98544295011056,20,28
"8510","agresión",7.97517816237649,20,28
"8511","terapéutica",-9.89322188122386,20,28
"8512","desinfectantes",-8.80735618391364,20,28
"8513","álvarezen",-8.67334441046461,20,28
"8514","vean",-8.62698081100912,20,28
"8515","impactó",-8.45882376083833,20,28
"8516","aeropuertos",-8.45316218701347,20,28
"8517","sumarse",-8.37079746099585,20,28
"8518","dialogo",-8.32113916281916,20,28
"8519","documentos",-8.31206126837222,20,28
"8520","creo",-8.0043806862303,20,28
"8521","desórdenes",10.3168023251396,20,29
"8522","sudamérica",9.37377645809923,20,29
"8523","lasel",8.95944404654096,20,29
"8524","genteeh",8.68128689910174,20,29
"8525","esperaba",8.52440392096529,20,29
"8526","nuevoscasos",8.50993120369986,20,29
"8527","uar",8.32196968459163,20,29
"8528","permanece",8.23616477426762,20,29
"8529","propuestos",7.89426044933491,20,29
"8530","opciones",7.69345598964905,20,29
"8531","impediría",-10.7777055977337,20,29
"8532","feria",-10.3010818797963,20,29
"8533","especiales",-10.0531689018977,20,29
"8534","subsecretaría",-9.7975690734282,20,29
"8535","recesión",-9.59869036676218,20,29
"8536","agraven",-9.28484089981747,20,29
"8537","detenciones",-9.19527310318152,20,29
"8538","iniciar",-8.98675024034755,20,29
"8539","salid",-8.82713776390083,20,29
"8540","puertos",-8.71204494783844,20,29
"8541","desórdenes",9.09071905110402,20,30
"8542","circulaban",9.04780974518492,20,30
"8543","esperaba",8.97778033844326,20,30
"8544","pretendido",8.60286568218596,20,30
"8545","suministrados",8.47993797959475,20,30
"8546","sudamérica",8.39341000081572,20,30
"8547","uar",8.28974390074099,20,30
"8548","permanece",8.17515054238581,20,30
"8549","nuevoscasos",8.15307444313666,20,30
"8550","genteeh",7.89563542353878,20,30
"8551","epidemiológicos",-11.2545877224509,20,30
"8552","conseguirían",-10.9367789531154,20,30
"8553","estará",-10.5664959439858,20,30
"8554","planteada",-10.0688202521728,20,30
"8555","héroes",-9.19783639243166,20,30
"8556","chacomendozacórdobatierra",-8.58319221445856,20,30
"8557","salvataje",-8.50513062959512,20,30
"8558","navegando",-8.19674261311183,20,30
"8559","temperatura",-8.06995771479444,20,30
"8560","desertizaciones",-7.96014784573134,20,30
"8561","desórdenes",10.8708962434551,20,31
"8562","quepacientes",9.19051710886684,20,31
"8563","sudamérica",9.00483094578346,20,31
"8564","genteeh",8.57504213129126,20,31
"8565","villegas",8.30603859883159,20,31
"8566","pretendido",8.1332742459132,20,31
"8567","neonatos",8.08006364142588,20,31
"8568","uar",7.92638631625868,20,31
"8569","suministrados",7.81161190429066,20,31
"8570","propuestos",7.79747299228754,20,31
"8571","cae",-11.5018553735144,20,31
"8572","vivieron",-8.14073958000372,20,31
"8573","descentralizó",-8.10452101397847,20,31
"8574","losaños",-7.887711651549,20,31
"8575","comprometer",-7.58147360430785,20,31
"8576","cambios",-7.42401162629529,20,31
"8577","anonimato",-7.33383521921858,20,31
"8578","pitcher",-7.20677642631103,20,31
"8579","realizo",-7.05631273644492,20,31
"8580","requerimientos",-7.03251669786142,20,31
"8581","quepacientes",8.84831699430856,20,32
"8582","sudamérica",8.74000822740601,20,32
"8583","bases",8.57929524499694,20,32
"8584","circulaban",8.56135640478839,20,32
"8585","desórdenes",8.55873747618447,20,32
"8586","uar",8.20154265438766,20,32
"8587","villegas",8.18948473826696,20,32
"8588","pretendido",8.10345936350425,20,32
"8589","neonatos",7.86620385640425,20,32
"8590","nuevoscasos",7.74049877781182,20,32
"8591","cierran",-9.3572090674274,20,32
"8592","destinen",-9.17884500685724,20,32
"8593","sucursales",-9.16378871296891,20,32
"8594","grabado",-8.86164701805315,20,32
"8595","fsu",-8.47471245467008,20,32
"8596","previstos",-8.32943968017259,20,32
"8597","creo",-8.29773054954272,20,32
"8598","experimental",-8.29636442603516,20,32
"8599","digitales",-8.043459193375,20,32
"8600","mientas",-8.03749282739539,20,32
"8601","cuyos",10.2652440221618,21,22
"8602","pertinentes",9.65349005802984,21,22
"8603","pymespor",9.30379838283637,21,22
"8604","físicos",9.25642910509284,21,22
"8605","recoger",9.19953939749608,21,22
"8606","respeten",9.1617272946745,21,22
"8607","iniciar",8.5660588766552,21,22
"8608","culpa",8.48516034756588,21,22
"8609","contagiarse",8.42285187495062,21,22
"8610","enviadas",8.32122906016992,21,22
"8611","antecedentes",-12.4623194172735,21,22
"8612","sappa",-11.7677297088422,21,22
"8613","normativas",-10.7465550275966,21,22
"8614","concluimos",-10.3617978476679,21,22
"8615","viajaron",-10.1949369701687,21,22
"8616","visitó",-9.73027803063821,21,22
"8617","representan",-9.57383222633021,21,22
"8618","pasaban",-9.07858542827752,21,22
"8619","recorte",-8.63396838942087,21,22
"8620","acusadas",-8.46298810122351,21,22
"8621","pymespor",10.2671863189323,21,23
"8622","físicos",10.0358104301318,21,23
"8623","cuyos",9.21737216836863,21,23
"8624","culpa",8.93177816227778,21,23
"8625","contemplaciones",8.9182543756382,21,23
"8626","respeten",8.70813493876971,21,23
"8627","adhesión",8.51300836825985,21,23
"8628","iniciar",8.41808864082939,21,23
"8629","enviadas",8.28509637051726,21,23
"8630","pertinentes",8.23515705467086,21,23
"8631","chubut",-10.9682186351835,21,23
"8632","negroen",-10.6915466361151,21,23
"8633","acompañar",-10.4479067673745,21,23
"8634","custodia",-9.47126484742365,21,23
"8635","reforzar",-8.25365554097431,21,23
"8636","estamentos",-8.17377397374326,21,23
"8637","pensé",-7.9472960894155,21,23
"8638","cambia",-7.76741565838591,21,23
"8639","envío",-7.48677249742732,21,23
"8640","determinó",-7.32512236540047,21,23
"8641","cuyos",10.0202603316213,21,24
"8642","pymespor",9.74703959297872,21,24
"8643","recoger",9.60793577384706,21,24
"8644","pertinentes",8.6980267536854,21,24
"8645","fenómeno",8.66026488996258,21,24
"8646","iniciar",8.61352041082534,21,24
"8647","culpa",8.52757894522603,21,24
"8648","soberanía",8.11196898514159,21,24
"8649","enviadas",8.10080219712699,21,24
"8650","físicos",8.06834839206749,21,24
"8651","fondo",-11.3823847375401,21,24
"8652","mendoza",-10.9776445421597,21,24
"8653","parar",-10.3348475789373,21,24
"8654","lleno",-10.0579657267454,21,24
"8655","global",-10.0263114663986,21,24
"8656","pampeanas",-9.63608449288917,21,24
"8657","cbu",-9.12980389669041,21,24
"8658","ambitocomna",-8.90122881608278,21,24
"8659","incrementará",-8.54899741000843,21,24
"8660","bomberos",-8.40368156032321,21,24
"8661","cuyos",10.0207060613958,21,25
"8662","recoger",9.7751495200485,21,25
"8663","pertinentes",9.55546295510789,21,25
"8664","pymespor",9.4178671649202,21,25
"8665","contagiarse",8.81013905500409,21,25
"8666","respeten",8.68204887841305,21,25
"8667","iniciar",8.40661395664346,21,25
"8668","fenómeno",8.11421525198785,21,25
"8669","controlar",8.03813155847371,21,25
"8670","infraestructura",8.02217448343143,21,25
"8671","juventus",-10.7571393886284,21,25
"8672","respectivas",-9.85096177572083,21,25
"8673","usás",-9.3137810417442,21,25
"8674","didier",-8.58481283216303,21,25
"8675","política",-8.40537683360102,21,25
"8676","ezeiza",-7.94388308491511,21,25
"8677","terminó",-7.86841378274065,21,25
"8678","aislación",-7.687615027093,21,25
"8679","pesaj",-7.54309097660712,21,25
"8680","rugby",-7.43099469362171,21,25
"8681","cuyos",10.1528695934273,21,26
"8682","físicos",10.1114826760442,21,26
"8683","recoger",9.54577602615321,21,26
"8684","respeten",8.61858795368943,21,26
"8685","pymespor",8.55146484515793,21,26
"8686","contagiarse",8.3290222517939,21,26
"8687","pertinentes",8.31061294707244,21,26
"8688","planificar",7.79742603165726,21,26
"8689","soberanía",7.79644048412849,21,26
"8690","luissanta",7.73832816973917,21,26
"8691","posadascada",-10.5058020372854,21,26
"8692","legajos",-10.2294458266976,21,26
"8693","venta",-10.099342804934,21,26
"8694","lucha",-10.0215515970713,21,26
"8695","calificando",-9.91343070239749,21,26
"8696","legisladores",-9.2124189152867,21,26
"8697","provocandofallecimientos",-9.20755180798486,21,26
"8698","sappa",-8.96100108126616,21,26
"8699","viajaron",-8.94534013757562,21,26
"8700","afines",-8.87644687339996,21,26
"8701","pertinentes",9.61933552532047,21,27
"8702","cuyos",9.5976069576281,21,27
"8703","recoger",9.0440464978071,21,27
"8704","culpa",8.70851213963769,21,27
"8705","contemplaciones",8.43436168123181,21,27
"8706","respeten",8.27072535249788,21,27
"8707","físicos",8.21571746470025,21,27
"8708","obligaban",8.0671391415081,21,27
"8709","contagiarse",7.87087156558184,21,27
"8710","fenómeno",7.84885315989732,21,27
"8711","domicilios",-9.4010700927949,21,27
"8712","sumanpositivos",-9.15690774836668,21,27
"8713","clases",-9.07108675353244,21,27
"8714","declaradas",-8.87818212557717,21,27
"8715","procesal",-8.5961129695193,21,27
"8716","mers",-8.48469780988804,21,27
"8717","gigante",-8.2006484801539,21,27
"8718","ingresado",-8.1891449569531,21,27
"8719","conviven",-8.07555661282385,21,27
"8720","oponen",-7.93788654576232,21,27
"8721","físicos",10.1598112863519,21,28
"8722","respeten",9.19774993852561,21,28
"8723","recoger",9.01979839377773,21,28
"8724","iniciar",8.5394388035919,21,28
"8725","pymespor",8.29391033647881,21,28
"8726","adhesión",8.10878437588005,21,28
"8727","culpa",8.07687764858407,21,28
"8728","contemplaciones",8.01810127000911,21,28
"8729","obligaban",8.00650249224397,21,28
"8730","fenómeno",7.83220560337116,21,28
"8731","dialogo",-10.6556748525225,21,28
"8732","vean",-10.0111687235075,21,28
"8733","aeropuertos",-9.23136135604524,21,28
"8734","terapéutica",-8.6616955784812,21,28
"8735","documentos",-8.38718080245704,21,28
"8736","impactó",-8.36404379305343,21,28
"8737","sumarse",-8.2362253874758,21,28
"8738","álvarezen",-8.08733621339982,21,28
"8739","aceptarlo",-7.97437084114934,21,28
"8740","creo",-7.62563493174709,21,28
"8741","pymespor",10.0071567348738,21,29
"8742","físicos",9.69068791483189,21,29
"8743","contagiarse",9.04770498154613,21,29
"8744","respeten",8.81721072760653,21,29
"8745","enviadas",8.65852808858036,21,29
"8746","adhesión",8.63813401449418,21,29
"8747","cuyos",8.42422989472188,21,29
"8748","recoger",8.36988323322902,21,29
"8749","fenómeno",8.04872000911828,21,29
"8750","ésto",8.02972335789976,21,29
"8751","feria",-11.4513955498579,21,29
"8752","impediría",-10.8184618901987,21,29
"8753","detenciones",-10.6152708500631,21,29
"8754","recesión",-10.1713544969447,21,29
"8755","especiales",-9.86134930767043,21,29
"8756","subsecretaría",-9.81033103746895,21,29
"8757","puertos",-9.48834004163782,21,29
"8758","registraronpersonas",-9.37022001975376,21,29
"8759","viajantes",-9.34487725358959,21,29
"8760","marta",-9.31645291426252,21,29
"8761","cuyos",8.70003905718505,21,30
"8762","contagiarse",8.41087083976421,21,30
"8763","adhesión",8.38228815960951,21,30
"8764","iniciar",8.24932325022662,21,30
"8765","culpa",8.22963720990854,21,30
"8766","recoger",8.2017293013686,21,30
"8767","whats",8.00621180305827,21,30
"8768","pertinentes",7.96120292075699,21,30
"8769","soberanía",7.94288239032585,21,30
"8770","perder",7.62159855458242,21,30
"8771","conseguirían",-10.9531500594055,21,30
"8772","héroes",-10.7302981318318,21,30
"8773","epidemiológicos",-10.3962551191027,21,30
"8774","estará",-9.70211691912143,21,30
"8775","planteada",-9.2704433507814,21,30
"8776","temperatura",-8.87991069293801,21,30
"8777","existentes",-8.64750294735538,21,30
"8778","portuaria",-8.59314385708023,21,30
"8779","depesos",-8.56535384899354,21,30
"8780","chacomendozacórdobatierra",-8.44225397196806,21,30
