"","palabra","freq","magrado","mactivacion","mimag"
"2220","campeón",1,2.6,3,2.6
"2221","campeonato",1,2.6,2.6,2.4
"2222","canalizar",1,NA,NA,NA
"2223","cancelación",1,NA,NA,NA
"2224","cancelan",1,NA,NA,NA
"2225","cancelara",1,NA,NA,NA
"2226","cañones",1,NA,NA,NA
"2227","cantante",1,2.6,2.6,2.9
"2228","cantera",1,NA,NA,NA
"2229","cantos",1,NA,NA,NA
"2230","capacidad",1,2.4,2.4,2.6
"2231","capacitará",1,NA,NA,NA
"2232","capitalismo",1,NA,NA,NA
"2233","capitalpersonas",1,NA,NA,NA
"2234","capítulo",1,2.2,2.2,2.4
"2235","caribe",1,NA,NA,NA
"2236","carlavizzotti",1,NA,NA,NA
"2237","carreras",1,NA,NA,NA
"2238","carrito",1,NA,NA,NA
"2239","carta",1,2,2.4,3
"2240","casco",1,NA,NA,NA
"2241","cascos",1,NA,NA,NA
"2242","casicasos",1,NA,NA,NA
"2243","casihoras",1,NA,NA,NA
"2244","casipersonas",1,NA,NA,NA
"2245","castense",1,NA,NA,NA
"2246","castenses",1,NA,NA,NA
"2247","castexestamos",1,NA,NA,NA
"2248","catalogados",1,NA,NA,NA
"2249","categorías",1,NA,NA,NA
"2250","catherine",1,NA,NA,NA
"2251","catorce",1,NA,NA,NA
"2252","caudales",1,NA,NA,NA
"2253","causantes",1,NA,NA,NA
"2254","causas",1,NA,NA,NA
"2255","cdc",1,NA,NA,NA
"2256","ceferino",1,NA,NA,NA
"2257","cenard",1,NA,NA,NA
"2258","centeno",1,NA,NA,NA
"2259","cercanías",1,NA,NA,NA
"2260","cercanos",1,NA,NA,NA
"2261","cerradas",1,NA,NA,NA
"2262","cerrado",1,NA,NA,NA
"2263","cerraran",1,NA,NA,NA
"2264","cesar",1,2,2.6667,2.8333
"2265","cgt",1,NA,NA,NA
"2266","changuito",1,NA,NA,NA
"2267","charla",1,NA,NA,NA
"2268","checa",1,NA,NA,NA
"2269","chinaitaliae",1,NA,NA,NA
"2270","chinonorteamericana",1,NA,NA,NA
"2271","chinos",1,NA,NA,NA
"2272","cicar",1,NA,NA,NA
"2273","ciclo",1,2,2.6,2.6
"2274","científico",1,2.8,2.6,2.8
"2275","científicos",1,NA,NA,NA
"2276","cierta",1,NA,NA,NA
"2277","ciertas",1,NA,NA,NA
"2278","circularán",1,NA,NA,NA
"2279","circunvalación",1,NA,NA,NA
"2280","cita",1,2.4,2.6,2.8
"2281","citado",1,NA,NA,NA
"2282","ciudadanas",1,NA,NA,NA
"2283","ciudadanía",1,NA,NA,NA
"2284","ciudades",1,NA,NA,NA
"2285","cívica",1,NA,NA,NA
"2286","civiles",1,NA,NA,NA
"2287","civismo",1,NA,NA,NA
"2288","claramente",1,2.4,1.6,2
"2289","clientes",1,NA,NA,NA
"2290","clínicas",1,NA,NA,NA
"2291","club",1,2.6667,2.5,2.6667
"2292","cnn",1,NA,NA,NA
"2293","cobramospuntualizó",1,NA,NA,NA
"2294","cobran",1,NA,NA,NA
"2295","cobrás",1,NA,NA,NA
"2296","cocinar",1,NA,NA,NA
"2297","codes",1,NA,NA,NA
"2298","coercitiva",1,NA,NA,NA
"2299","coi",1,NA,NA,NA
"2300","colapsados",1,NA,NA,NA
"2301","colapsar",1,NA,NA,NA
"2302","colapso",1,NA,NA,NA
"2303","colegas",1,NA,NA,NA
"2304","colegio",1,3,2.8,3
"2305","colocado",1,NA,NA,NA
"2306","come",1,NA,NA,NA
"2307","comedores",1,NA,NA,NA
"2308","comensales",1,NA,NA,NA
"2309","comentarios",1,NA,NA,NA
"2310","comentaristas",1,NA,NA,NA
"2311","comenzar",1,2.6,3,2.8
"2312","comenzaron",1,NA,NA,NA
"2313","comerciales",1,NA,NA,NA
"2314","comercialización",1,NA,NA,NA
"2315","comerciantes",1,NA,NA,NA
"2316","comerciar",1,NA,NA,NA
"2317","cometido",1,NA,NA,NA
"2318","comisario",1,NA,NA,NA
"2319","comités",1,NA,NA,NA
"2320","compañero",1,2.6,2.2,2.8
"2321","comparación",1,1.8,2.8,2.4
"2322","comparten",1,NA,NA,NA
"2323","compatibles",1,NA,NA,NA
"2324","compensar",1,NA,NA,NA
"2325","compete",1,NA,NA,NA
"2326","competente",1,NA,NA,NA
"2327","competimos",1,NA,NA,NA
"2328","competir",1,2.6,3,2.8
"2329","competitivo",1,NA,NA,NA
"2330","competitivos",1,NA,NA,NA
"2331","compiten",1,NA,NA,NA
"2332","complejidad",1,NA,NA,NA
"2333","complejo",1,2.1,2.3,2.4
"2334","complementaria",1,NA,NA,NA
"2335","complementarias",1,NA,NA,NA
"2336","completa",1,NA,NA,NA
"2337","completó",1,NA,NA,NA
"2338","componentes",1,NA,NA,NA
"2339","compra",1,2.4,3,3
"2340","comprando",1,NA,NA,NA
"2341","comprendidos",1,NA,NA,NA
"2342","comprobó",1,NA,NA,NA
"2343","compromiso",1,2.8,3,2.6
"2344","comprovincianas",1,NA,NA,NA
"2345","compuesto",1,2,2,2
"2346","comuna",1,2.2,2.2,1.8
"2347","comunal",1,NA,NA,NA
"2348","comunica",1,NA,NA,NA
"2349","comunicarles",1,NA,NA,NA
"2350","comunicaron",1,NA,NA,NA
"2351","comunidades",1,NA,NA,NA
"2352","comunique",1,NA,NA,NA
"2353","comunitarios",1,NA,NA,NA
"2354","concausasdemorados",1,NA,NA,NA
"2355","concejalas",1,NA,NA,NA
"2356","concejales",1,NA,NA,NA
"2357","concepto",1,2.375,2,1.375
"2358","concientización",1,NA,NA,NA
"2359","concluido",1,NA,NA,NA
"2360","concluir",1,1.8,2.6,2.4
"2361","concluya",1,NA,NA,NA
"2362","concordantes",1,NA,NA,NA
"2363","concreta",1,NA,NA,NA
"2364","concretas",1,NA,NA,NA
"2365","concurra",1,NA,NA,NA
"2366","concurrencias",1,NA,NA,NA
"2367","concurrió",1,NA,NA,NA
"2368","condemorados",1,NA,NA,NA
"2369","condición",1,2,1.8,1.8
"2370","condonarlas",1,NA,NA,NA
"2371","conduce",1,NA,NA,NA
"2372","conectados",1,NA,NA,NA
"2373","conenfermos",1,NA,NA,NA
"2374","conexión",1,2.8,2.6,2.8
"2375","confallecimientos",1,NA,NA,NA
"2376","conferidas",1,NA,NA,NA
"2377","confirmadosnuevos",1,NA,NA,NA
"2378","confirmando",1,NA,NA,NA
"2379","confirmar",1,2,2.8333,2.1667
"2380","conformado",1,NA,NA,NA
"2381","conformó",1,NA,NA,NA
"2382","confunde",1,NA,NA,NA
"2383","congeló",1,NA,NA,NA
"2384","conjunto",1,2.4,2.2,2.6
"2385","conlas",1,NA,NA,NA
"2386","conmemoración",1,NA,NA,NA
"2387","conmuertos",1,NA,NA,NA
"2388","conocen",1,NA,NA,NA
"2389","conocerse",1,NA,NA,NA
"2390","conpasajeros",1,NA,NA,NA
"2391","consciencia",1,NA,NA,NA
"2392","conscientes",1,NA,NA,NA
"2393","consecuencias",1,NA,NA,NA
"2394","consecutivo",1,NA,NA,NA
"2395","consenso",1,NA,NA,NA
"2396","consensuadas",1,NA,NA,NA
"2397","consensuar",1,NA,NA,NA
"2398","considerando",1,NA,NA,NA
"2399","considerandos",1,NA,NA,NA
"2400","considere",1,NA,NA,NA
"2401","considero",1,NA,NA,NA
"2402","consideró",1,NA,NA,NA
"2403","consignaba",1,NA,NA,NA
"2404","consiguiente",1,NA,NA,NA
"2405","consiste",1,NA,NA,NA
"2406","conspiración",1,NA,NA,NA
"2407","conspirativa",1,NA,NA,NA
"2408","constantes",1,NA,NA,NA
"2409","constatado",1,NA,NA,NA
"2410","constatando",1,NA,NA,NA
"2411","constate",1,NA,NA,NA
"2412","constató",1,NA,NA,NA
"2413","constituía",1,NA,NA,NA
"2414","constituir",1,2.4,2.8,1.6
"2415","constituye",1,NA,NA,NA
"2416","construimos",1,NA,NA,NA
"2417","consular",1,NA,NA,NA
"2418","consulares",1,NA,NA,NA
"2419","consulta",1,NA,NA,NA
"2420","consultadas",1,NA,NA,NA
"2421","consultados",1,NA,NA,NA
"2422","consultaron",1,NA,NA,NA
"2423","consultó",1,NA,NA,NA
"2424","consumoservicios",1,NA,NA,NA
"2425","contabilizado",1,NA,NA,NA
"2426","contagiada",1,NA,NA,NA
"2427","contagiado",1,NA,NA,NA
"2428","contagiarse",1,NA,NA,NA
"2429","contagie",1,NA,NA,NA
"2430","contagió",1,NA,NA,NA
"2431","contaminados",1,NA,NA,NA
"2432","contempla",1,NA,NA,NA
"2433","contentos",1,NA,NA,NA
"2434","continentes",1,NA,NA,NA
"2435","contingencia",1,NA,NA,NA
"2436","continua",1,NA,NA,NA
"2437","continuación",1,2.2,2.4,1.8
"2438","continuamente",1,NA,NA,NA
"2439","continúe",1,NA,NA,NA
"2440","continuó",1,NA,NA,NA
"2441","contraído",1,NA,NA,NA
"2442","contrapartida",1,NA,NA,NA
"2443","contrario",1,2.1,2.3,2.2
"2444","contrata",1,NA,NA,NA
"2445","contratar",1,2.4,2.8,2.2
"2446","contribuir",1,3,2.6,2.8
"2447","contribuyendo",1,NA,NA,NA
"2448","controlar",1,1.75,3,2.25
"2449","controle",1,NA,NA,NA
"2450","contundente",1,NA,NA,NA
"2451","convalidada",1,NA,NA,NA
"2452","convencido",1,NA,NA,NA
"2453","convenio",1,NA,NA,NA
"2454","convertir",1,1.8,3,2
"2455","convocado",1,NA,NA,NA
"2456","convocados",1,NA,NA,NA
"2457","convocaron",1,NA,NA,NA
"2458","conymuertos",1,NA,NA,NA
"2459","cooperativo",1,NA,NA,NA
"2460","coopere",1,NA,NA,NA
"2461","coordinador",1,NA,NA,NA
"2462","coordinar",1,NA,NA,NA
"2463","coordinará",1,NA,NA,NA
"2464","copa",1,2.6,1.4,3
"2465","coronavirusel",1,NA,NA,NA
"2466","coronaviruslos",1,NA,NA,NA
"2467","coronaviruso",1,NA,NA,NA
"2468","corpico",1,NA,NA,NA
"2469","correcto",1,2.8,2.2,2.6
"2470","correlación",1,NA,NA,NA
"2471","corridos",1,NA,NA,NA
"2472","corrientes",1,NA,NA,NA
"2473","corrompe",1,NA,NA,NA
"2474","corta",1,NA,NA,NA
"2475","cortar",1,2,2.8,2.4
"2476","cortaron",1,NA,NA,NA
"2477","cortes",1,NA,NA,NA
"2478","cosa",1,2,2,1.6
"2479","costos",1,NA,NA,NA
"2480","costumbre",1,2.2,2,2.2
"2481","cotidiana",1,NA,NA,NA
"2482","cotidianas",1,NA,NA,NA
"2483","counter",1,NA,NA,NA
"2484","covidfinalmente",1,NA,NA,NA
"2485","covud",1,NA,NA,NA
"2486","coyuntura",1,NA,NA,NA
"2487","crack",1,NA,NA,NA
"2488","creando",1,NA,NA,NA
"2489","crecería",1,NA,NA,NA
"2490","crecido",1,NA,NA,NA
"2491","creciendo",1,NA,NA,NA
"2492","creció",1,NA,NA,NA
"2493","crédito",1,2,2.4,2.8
"2494","cree",1,NA,NA,NA
"2495","creencia",1,2.4,2.4,2.2
"2496","creí",1,NA,NA,NA
"2497","cremaciones",1,NA,NA,NA
"2498","creó",1,NA,NA,NA
"2499","cristina",1,NA,NA,NA
"2500","cristinismo",1,NA,NA,NA
"2501","criticados",1,NA,NA,NA
"2502","crítico",1,2.1429,2.5714,2.4286
"2503","cruzaron",1,NA,NA,NA
"2504","csgo",1,NA,NA,NA
"2505","cuadra",1,NA,NA,NA
"2506","cuadrado",1,NA,NA,NA
"2507","cuadras",1,NA,NA,NA
"2508","cuadruplicaron",1,NA,NA,NA
"2509","cualquiera",1,NA,NA,NA
"2510","cuánto",1,NA,NA,NA
"2511","cuarentenael",1,NA,NA,NA
"2512","cuartel",1,NA,NA,NA
"2513","cuarto",1,2,1.4,2.8
"2514","cuba",1,NA,NA,NA
"2515","cuestión",1,1.8,1.8,1.6
"2516","cuestiones",1,NA,NA,NA
"2517","cuestionó",1,NA,NA,NA
"2518","cuidados",1,NA,NA,NA
"2519","cuidando",1,NA,NA,NA
"2520","culpar",1,NA,NA,NA
"2521","culturales",1,NA,NA,NA
"2522","cumplen",1,NA,NA,NA
"2523","cumplía",1,NA,NA,NA
"2524","cumplimos",1,NA,NA,NA
"2525","cumplió",1,NA,NA,NA
"2526","cumplirdías",1,NA,NA,NA
"2527","cumplirlo",1,NA,NA,NA
"2528","cumplirse",1,NA,NA,NA
"2529","cuota",1,NA,NA,NA
"2530","custodiar",1,NA,NA,NA
"2531","cuyana",1,NA,NA,NA
"2532","dadas",1,NA,NA,NA
"2533","daer",1,NA,NA,NA
"2534","dan",1,NA,NA,NA
"2535","dando",1,NA,NA,NA
"2536","dándonos",1,NA,NA,NA
"2537","dani",1,NA,NA,NA
"2538","daniel",1,NA,NA,NA
"2539","daniele",1,NA,NA,NA
"2540","danzarte",1,NA,NA,NA
"2541","darán",1,NA,NA,NA
"2542","darlas",1,NA,NA,NA
"2543","darles",1,NA,NA,NA
"2544","darnos",1,NA,NA,NA
"2545","darse",1,NA,NA,NA
"2546","das",1,NA,NA,NA
"2547","deafectados",1,NA,NA,NA
"2548","deapermanece",1,NA,NA,NA
"2549","deapesos",1,NA,NA,NA
"2550","deaseguró",1,NA,NA,NA
"2551","debajo",1,1.8,1.6,2.8
"2552","debate",1,NA,NA,NA
"2553","debemos",1,NA,NA,NA
"2554","deberían",1,NA,NA,NA
"2555","debilidad",1,NA,NA,NA
"2556","debilitadas",1,NA,NA,NA
"2557","debilitamiento",1,NA,NA,NA
"2558","debilitó",1,NA,NA,NA
"2559","debutó",1,NA,NA,NA
"2560","década",1,2.2,2,2.2
"2561","décadas",1,NA,NA,NA
"2562","decausas",1,NA,NA,NA
"2563","decena",1,NA,NA,NA
"2564","decidida",1,NA,NA,NA
"2565","decidimos",1,NA,NA,NA
"2566","decimos",1,NA,NA,NA
"2567","decirle",1,NA,NA,NA
"2568","declaraciones",1,NA,NA,NA
"2569","declarados",1,NA,NA,NA
"2570","declarar",1,2.2,3,2.6
"2571","declararlo",1,NA,NA,NA
"2572","decontagiados",1,NA,NA,NA
"2573","decreta",1,NA,NA,NA
"2574","decretaron",1,NA,NA,NA
"2575","decretó",1,NA,NA,NA
"2576","dedo",1,2.2,2.2,3
"2577","déficit",1,NA,NA,NA
"2578","definición",1,2.4,2,1.8
"2579","definido",1,NA,NA,NA
"2580","definir",1,2.6,2.6,2
"2581","definitiva",1,NA,NA,NA
"2582","dehaycasos",1,NA,NA,NA
"2583","dehs",1,NA,NA,NA
"2584","deja",1,2,2.2,2.2
"2585","dejado",1,NA,NA,NA
"2586","dejará",1,NA,NA,NA
"2587","dela",1,NA,NA,NA
"2588","delalpor",1,NA,NA,NA
"2589","delantera",1,NA,NA,NA
"2590","delantero",1,NA,NA,NA
"2591","delcoronavirus",1,NA,NA,NA
"2592","delegación",1,NA,NA,NA
"2593","delegados",1,NA,NA,NA
"2594","delen",1,NA,NA,NA
"2595","delfina",1,NA,NA,NA
"2596","delictivas",1,NA,NA,NA
"2597","delito",1,1.6,2.8,3
"2598","dellamadas",1,NA,NA,NA
"2599","dellamados",1,NA,NA,NA
"2600","delmientras",1,NA,NA,NA
"2601","delpor",1,NA,NA,NA
"2602","delse",1,NA,NA,NA
"2603","demasiado",1,1.6,1.8,2
"2604","demetros",1,NA,NA,NA
"2605","demillones",1,NA,NA,NA
"2606","deminutos",1,NA,NA,NA
"2607","democrática",1,NA,NA,NA
"2608","demomento",1,NA,NA,NA
"2609","demora",1,NA,NA,NA
"2610","demorados",1,NA,NA,NA
"2611","demoramos",1,NA,NA,NA
"2612","demoraron",1,NA,NA,NA
"2613","demoras",1,NA,NA,NA
"2614","demoró",1,NA,NA,NA
"2615","demostrado",1,NA,NA,NA
"2616","demuestra",1,NA,NA,NA
"2617","den",1,NA,NA,NA
"2618","denominada",1,NA,NA,NA
"2619","denunciada",1,NA,NA,NA
"2620","denuncian",1,NA,NA,NA
"2621","denunciaron",1,NA,NA,NA
"2622","deollamados",1,NA,NA,NA
"2623","deopesos",1,NA,NA,NA
"2624","depacientes",1,NA,NA,NA
"2625","departamental",1,NA,NA,NA
"2626","departamentito",1,NA,NA,NA
"2627","dependerá",1,NA,NA,NA
"2628","depesos",1,NA,NA,NA
"2629","depor",1,NA,NA,NA
"2630","deportistas",1,NA,NA,NA
"2631","deprimirme",1,NA,NA,NA
"2632","deque",1,NA,NA,NA
"2633","deriva",1,NA,NA,NA
"2634","derivados",1,NA,NA,NA
"2635","derrumbe",1,NA,NA,NA
"2636","desabastecimiento",1,NA,NA,NA
"2637","desaceleración",1,NA,NA,NA
"2638","desacelerado",1,NA,NA,NA
"2639","desacelerándose",1,NA,NA,NA
"2640","desacelerar",1,NA,NA,NA
"2641","desatada",1,NA,NA,NA
"2642","desató",1,NA,NA,NA
"2643","desbordadas",1,NA,NA,NA
"2644","descalificados",1,NA,NA,NA
"2645","descartado",1,NA,NA,NA
"2646","descartadotres",1,NA,NA,NA
"2647","descartar",1,NA,NA,NA
"2648","descensos",1,NA,NA,NA
"2649","descentralización",1,NA,NA,NA
"2650","descentralizar",1,NA,NA,NA
"2651","desciendan",1,NA,NA,NA
"2652","desconocida",1,NA,NA,NA
"2653","desconocidos",1,NA,NA,NA
"2654","describe",1,NA,NA,NA
"2655","describiendo",1,NA,NA,NA
"2656","describió",1,NA,NA,NA
"2657","dése",1,NA,NA,NA
"2658","desecha",1,NA,NA,NA
"2659","desemanas",1,NA,NA,NA
"2660","desembarca",1,NA,NA,NA
"2661","desembarco",1,NA,NA,NA
"2662","desempleo",1,NA,NA,NA
"2663","desesperación",1,1,2.6,2.6
"2664","desesperada",1,NA,NA,NA
"2665","desesperan",1,NA,NA,NA
"2666","desinfección",1,NA,NA,NA
"2667","desinfectantes",1,NA,NA,NA
"2668","desobediencia",1,NA,NA,NA
"2669","desobre",1,NA,NA,NA
"2670","desórdenes",1,NA,NA,NA
"2671","despejaran",1,NA,NA,NA
"2672","despertó",1,NA,NA,NA
"2673","desplazado",1,NA,NA,NA
"2674","desplazamiento",1,NA,NA,NA
"2675","desplegando",1,NA,NA,NA
"2676","destacado",1,NA,NA,NA
"2677","destacaronen",1,NA,NA,NA
"2678","destinados",1,NA,NA,NA
"2679","detalle",1,2.6,1.8,2.4
"2680","detectados",1,NA,NA,NA
"2681","detectan",1,NA,NA,NA
"2682","detectó",1,NA,NA,NA
"2683","detenciones",1,NA,NA,NA
"2684","detener",1,2,3,2.4
"2685","determina",1,NA,NA,NA
"2686","determinadas",1,NA,NA,NA
"2687","determinado",1,NA,NA,NA
"2688","determine",1,NA,NA,NA
"2689","determinó",1,NA,NA,NA
"2690","detuvo",1,NA,NA,NA
"2691","devengará",1,NA,NA,NA
"2692","deviene",1,NA,NA,NA
"2693","diabética",1,NA,NA,NA
"2694","diagnosticándolo",1,NA,NA,NA
"2695","diagnósticos",1,NA,NA,NA
"2696","diaria",1,NA,NA,NA
"2697","diariotextualigual",1,NA,NA,NA
"2698","díasyde",1,NA,NA,NA
"2699","dicha",1,2.8333,2.1667,2.6667
"2700","dichos",1,NA,NA,NA
"2701","diciembre",1,NA,NA,NA
"2702","dicta",1,NA,NA,NA
"2703","dictados",1,NA,NA,NA
"2704","dictamen",1,NA,NA,NA
"2705","dictaminó",1,NA,NA,NA
"2706","dictaren",1,NA,NA,NA
"2707","dictó",1,NA,NA,NA
"2708","diere",1,NA,NA,NA
"2709","diezdías",1,NA,NA,NA
"2710","diferenciales",1,NA,NA,NA
"2711","diferente",1,2.6,2.4,2
"2712","diferimiento",1,NA,NA,NA
"2713","diferir",1,NA,NA,NA
"2714","dificulte",1,NA,NA,NA
"2715","difiriendo",1,NA,NA,NA
"2716","difunden",1,NA,NA,NA
"2717","difundido",1,NA,NA,NA
"2718","difundiendo",1,NA,NA,NA
"2719","difusión",1,NA,NA,NA
"2720","dilación",1,NA,NA,NA
"2721","diplomático",1,NA,NA,NA
"2722","diputada",1,NA,NA,NA
"2723","diputados",1,NA,NA,NA
"2724","dique",1,NA,NA,NA
"2725","direccionando",1,NA,NA,NA
"2726","directivas",1,NA,NA,NA
"2727","directores",1,NA,NA,NA
"2728","dirigente",1,NA,NA,NA
"2729","dirigió",1,NA,NA,NA
"2730","dirijan",1,NA,NA,NA
"2731","disciplina",1,NA,NA,NA
"2732","disciplinas",1,NA,NA,NA
"2733","discotecas",1,NA,NA,NA
"2734","disculpa",1,NA,NA,NA
"2735","discusión",1,1.4,3,2.8
"2736","discutido",1,NA,NA,NA
"2737","diseminación",1,NA,NA,NA
"2738","diseñado",1,NA,NA,NA
"2739","disminuyen",1,NA,NA,NA
"2740","disparó",1,NA,NA,NA
"2741","dispondrá",1,NA,NA,NA
"2742","dispondrán",1,NA,NA,NA
"2743","disponen",1,NA,NA,NA
"2744","disponibles",1,NA,NA,NA
"2745","disposiciónde",1,NA,NA,NA
"2746","disputará",1,NA,NA,NA
"2747","disputas",1,NA,NA,NA
"2748","disputó",1,NA,NA,NA
"2749","distanciamiento",1,NA,NA,NA
"2750","distanciarse",1,NA,NA,NA
"2751","distancias",1,NA,NA,NA
"2752","distinción",1,NA,NA,NA
"2753","distinto",1,2.2,2.2,2.2
"2754","distribuidos",1,NA,NA,NA
"2755","documento",1,2,1.8,2.8
"2756","dólar",1,2,1.4,3
"2757","domicilios",1,NA,NA,NA
"2758","domingode",1,NA,NA,NA
"2759","domingolunesy",1,NA,NA,NA
"2760","domingos",1,NA,NA,NA
"2761","donald",1,NA,NA,NA
"2762","dortmund",1,NA,NA,NA
"2763","dotarse",1,NA,NA,NA
"2764","dramático",1,NA,NA,NA
"2765","drásticas",1,NA,NA,NA
"2766","duda",1,1.6,1.8,1.6
"2767","dudas",1,NA,NA,NA
"2768","durará",1,NA,NA,NA
"2769","duras",1,NA,NA,NA
"2770","duro",1,1.8,2.6,2.8
"2771","duty",1,NA,NA,NA
"2772","edición",1,2,2.6,2.2
"2773","edificio",1,2,1.2,3
"2774","ediles",1,NA,NA,NA
"2775","editorial",1,2.2,2.2,2.8
"2776","educación",1,2.8,2.8,2.8
"2777","educativo",1,2.2,2,3
"2778","efectiva",1,NA,NA,NA
"2779","efectivas",1,NA,NA,NA
"2780","efectivos",1,NA,NA,NA
"2781","efector",1,NA,NA,NA
"2782","eficacia",1,NA,NA,NA
"2783","eficiencia",1,NA,NA,NA
"2784","eje",1,2.6,1.8,2.6
"2785","ejemploaislamiento",1,NA,NA,NA
"2786","ejército",1,1.6,2.6,3
"2787","electricidad",1,NA,NA,NA
"2788","electrónicos",1,NA,NA,NA
"2789","elevada",1,NA,NA,NA
"2790","elevado",1,NA,NA,NA
"2791","elevan",1,NA,NA,NA
"2792","elevar",1,2.8,3,3
"2793","elhasta",1,NA,NA,NA
"2794","elreprime",1,NA,NA,NA
"2795","elsanciona",1,NA,NA,NA
"2796","elyde",1,NA,NA,NA
"2797","embajador",1,NA,NA,NA
"2798","embarazadas",1,NA,NA,NA
"2799","embarazo",1,NA,NA,NA
"2800","emitan",1,NA,NA,NA
"2801","emitida",1,NA,NA,NA
"2802","emocionante",1,NA,NA,NA
"2803","empeña",1,NA,NA,NA
"2804","empeorado",1,NA,NA,NA
"2805","empeoró",1,NA,NA,NA
"2806","empezamos",1,NA,NA,NA
"2807","empezando",1,NA,NA,NA
"2808","empezaré",1,NA,NA,NA
"2809","empezaron",1,NA,NA,NA
"2810","empleadoras",1,NA,NA,NA
"2811","empleare",1,NA,NA,NA
"2812","empleos",1,NA,NA,NA
"2813","empoderó",1,NA,NA,NA
"2814","emprendimientos",1,NA,NA,NA
"2815","empresa",1,2,2.4,2.6
"2816","empresaria",1,NA,NA,NA
"2817","empresariales",1,NA,NA,NA
"2818","empresario",1,2.1667,2.8333,2.6667
"2819","empujar",1,1.6,3,3
"2820","encabeza",1,NA,NA,NA
"2821","encaminadas",1,NA,NA,NA
"2822","encarar",1,NA,NA,NA
"2823","encarecidamente",1,NA,NA,NA
"2824","encontraba",1,NA,NA,NA
"2825","encontrar",1,2.6,2.6,3
"2826","encuadra",1,NA,NA,NA
"2827","ende",1,NA,NA,NA
"2828","endeudamiento",1,NA,NA,NA
"2829","energéticos",1,NA,NA,NA
"2830","enérgicamente",1,NA,NA,NA
"2831","eneromás",1,NA,NA,NA
"2832","enesta",1,NA,NA,NA
"2833","enfatizó",1,NA,NA,NA
"2834","enferma",1,NA,NA,NA
"2835","enfermaron",1,NA,NA,NA
"2836","enfermen",1,NA,NA,NA
"2837","enfermeras",1,NA,NA,NA
"2838","enfermeros",1,NA,NA,NA
"2839","enfrentamientos",1,NA,NA,NA
"2840","enfrentamos",1,NA,NA,NA
"2841","enfrentan",1,NA,NA,NA
"2842","enfrentando",1,NA,NA,NA
"2843","enfrentar",1,1.6,3,2.6
"2844","enfrente",1,NA,NA,NA
"2845","enla",1,NA,NA,NA
"2846","enmarcada",1,NA,NA,NA
"2847","enojo",1,NA,NA,NA
"2848","enpaíses",1,NA,NA,NA
"2849","enprovincias",1,NA,NA,NA
"2850","enteras",1,NA,NA,NA
"2851","enteren",1,NA,NA,NA
"2852","entidad",1,2,2.4,1.8
"2853","entidades",1,NA,NA,NA
"2854","entienda",1,NA,NA,NA
"2855","entierros",1,NA,NA,NA
"2856","entra",1,NA,NA,NA
"2857","entraba",1,NA,NA,NA
"2858","entrabajadores",1,NA,NA,NA
"2859","entrará",1,NA,NA,NA
"2860","entraron",1,NA,NA,NA
"2861","entrarpersonas",1,NA,NA,NA
"2862","entrega",1,NA,NA,NA
"2863","entregara",1,NA,NA,NA
"2864","entrenados",1,NA,NA,NA
"2865","entreyhoras",1,NA,NA,NA
"2866","entronación",1,NA,NA,NA
"2867","enviando",1,NA,NA,NA
"2868","eny",1,NA,NA,NA
"2869","epicentro",1,NA,NA,NA
"2870","episodio",1,2.2,2,2.4
"2871","épocas",1,NA,NA,NA
"2872","equilibrio",1,2.6,2.6,3
"2873","equipamiento",1,NA,NA,NA
"2874","errónea",1,NA,NA,NA
"2875","escaló",1,NA,NA,NA
"2876","escalonadas",1,NA,NA,NA
"2877","escasas",1,NA,NA,NA
"2878","escena",1,2.2,2.2,2.4
"2879","escenarios",1,NA,NA,NA
"2880","escolares",1,NA,NA,NA
"2881","escribí",1,NA,NA,NA
"2882","escribióse",1,NA,NA,NA
"2883","escuchado",1,NA,NA,NA
"2884","escucho",1,NA,NA,NA
"2885","esgrimidos",1,NA,NA,NA
"2886","espacio",1,2.4,1.4,2
"2887","españayalemaniayfranciaycoreadelsuryy",1,NA,NA,NA
"2888","española",1,NA,NA,NA
"2889","españolas",1,NA,NA,NA
"2890","especialista",1,NA,NA,NA
"2891","especie",1,2.2,1.8,2.6
"2892","especificaron",1,NA,NA,NA
"2893","espectadores",1,NA,NA,NA
"2894","especulaciones",1,NA,NA,NA
"2895","esperamos",1,NA,NA,NA
"2896","esperan",1,NA,NA,NA
"2897","esperar",1,1.2,1,2.8
"2898","espíritu",1,2.6,2.2,2.8
"2899","esport",1,NA,NA,NA
"2900","esquina",1,2.0833,2,3
"2901","estabilidad",1,NA,NA,NA
"2902","establecen",1,NA,NA,NA
"2903","establecerá",1,NA,NA,NA
"2904","establécese",1,NA,NA,NA
"2905","establecida",1,NA,NA,NA
"2906","establezcan",1,NA,NA,NA
"2907","estacionada",1,NA,NA,NA
"2908","estaciones",1,NA,NA,NA
"2909","estadios",1,NA,NA,NA
"2910","estadística",1,NA,NA,NA
"2911","estadounidense",1,NA,NA,NA
"2912","estamentos",1,NA,NA,NA
"2913","éstas",1,NA,NA,NA
"2914","estatal",1,1.8,1.8,1.6
"2915","estatalservicios",1,NA,NA,NA
"2916","éste",1,NA,NA,NA
"2917","estero",1,NA,NA,NA
"2918","estético",1,NA,NA,NA
"2919","estigmatización",1,NA,NA,NA
"2920","estigmatizantes",1,NA,NA,NA
"2921","estiman",1,NA,NA,NA
"2922","estimen",1,NA,NA,NA
